Begin Time - msec	End Time - msec	Duration - msec	A_LH_gesture	A_RH_gesture	B_LH_gesture	B_RH_gesture	File	File Path	A_LH_gesture_beat	A_LH_gesture_comments	A_LH_gesture_deixis	A_LH_gesture_iconicity	A_LH_gesture_pragmaticality	A_LH_gesture_referent	A_RH_gesture_beat	A_RH_gesture_comments	A_RH_gesture_deixis	A_RH_gesture_iconicity	A_RH_gesture_pragmaticality	A_RH_gesture_referent	A_speech	A_speech_eng	B_LH_gesture_beat	B_LH_gesture_comments	B_LH_gesture_deixis	B_LH_gesture_iconicity	B_LH_gesture_pragmaticality	B_LH_gesture_referent	B_RH_gesture_beat	B_RH_gesture_comments	B_RH_gesture_deixis	B_RH_gesture_iconicity	B_RH_gesture_pragmaticality	B_RH_gesture_referent	B_speech	B_speech_eng	accuracy	comments	correct_answer	director	given_answer	round	target	trial
400103	400583	480	gesture	gesture			020.eaf		1.0						1.0						Gewoon echt een rechte balk.	Just really a straight beam.																	14	A		1.0	5.0	1_12
432057	432277	220			non-gesture	non-gesture	020.eaf																												Oké, de meest klei- kleine, dat is *14*.	Okay, the stickiest little one, that's *14*.			14	A		1.0	5.0	1_12
433163	433463	300			gesture	gesture	020.eaf																				1.0						1.0		Oké, de meest klei- kleine, dat is *14*.	Okay, the stickiest little one, that's *14*.			14	A		1.0	5.0	1_12
441205	441525	320			gesture	gesture	020.eaf																1.0				1.0		1.0				1.0		Aan de onderkant heeft hij een soort van eh gebogen handvat, maar wel in de vorm van een rechthoek.	At the bottom, it has a kind of eh curved handle, but in the shape of a rectangle.			J	B		1.0	8.0	1_13
443013	443313	300				non-gesture	020.eaf																												Aan de onderkant heeft hij een soort van eh gebogen handvat, maar wel in de vorm van een rechthoek.	At the bottom, it has a kind of eh curved handle, but in the shape of a rectangle.			J	B		1.0	8.0	1_13
444969	445489	520				gesture	020.eaf																									1.0		08E	Aan de onderkant heeft hij een soort van eh gebogen handvat, maar wel in de vorm van een rechthoek.	At the bottom, it has a kind of eh curved handle, but in the shape of a rectangle.			J	B		1.0	8.0	1_13
445625	445965	340			gesture		020.eaf																				1.0								Aan de onderkant heeft hij een soort van eh gebogen handvat, maar wel in de vorm van een rechthoek.	At the bottom, it has a kind of eh curved handle, but in the shape of a rectangle.			J	B		1.0	8.0	1_13
447079	447439	360				gesture	020.eaf																									1.0		08E	Aan de onderkant heeft hij een soort van eh gebogen handvat, maar wel in de vorm van een rechthoek.	At the bottom, it has a kind of eh curved handle, but in the shape of a rectangle.			J	B		1.0	8.0	1_13
448533	448953	420				gesture	020.eaf																									1.0		08E					J	B		1.0	8.0	1_13
451155	451555	400			gesture	gesture	020.eaf																1.0						1.0		1.0				En aan de bovenkant zit er een soort van platte plat vierkant, maar dan verticaal neergezet	And at the top there is a kind of flat flat square, but laid down vertically			J	B		1.0	8.0	1_13
452311	452671	360			gesture	gesture	020.eaf																			1.0		08A				1.0		08A	En aan de bovenkant zit er een soort van platte plat vierkant, maar dan verticaal neergezet	And at the top there is a kind of flat flat square, but laid down vertically			J	B		1.0	8.0	1_13
455227	455447	220			gesture	gesture	020.eaf																1.0						1.0						En aan de bovenkant zit er een soort van platte plat vierkant, maar dan verticaal neergezet	And at the top there is a kind of flat flat square, but laid down vertically			J	B		1.0	8.0	1_13
456171	457091	920				gesture	020.eaf																									1.0		08A	En aan de bovenkant zit er een soort van platte plat vierkant, maar dan verticaal neergezet	And at the top there is a kind of flat flat square, but laid down vertically			J	B		1.0	8.0	1_13
458264	458604	340			gesture	gesture	020.eaf														Oh, rechtop erin.	Oh, straight up in it.				1.0		08B				1.0		08B	met twee uitsteeksels eraan.	With two protrusions attached.			J	B		1.0	8.0	1_13
458640	458800	160			non-gesture	non-gesture	020.eaf														Oh, rechtop erin.	Oh, straight up in it.													met twee uitsteeksels eraan.	With two protrusions attached.			J	B		1.0	8.0	1_13
459572	459772	200			gesture	gesture	020.eaf																1.0						1.0										J	B		1.0	8.0	1_13
460399	460599	200				non-gesture	020.eaf														Ja, oké.	Yes, okay.													Ja, met die met die twee dingen eraan vast.	Yes, with the one with the two things attached to it.			J	B		1.0	8.0	1_13
461007	461647	640			gesture	gesture	020.eaf																			1.0		08B				1.0		08B	Ja, met die met die twee dingen eraan vast.	Yes, with the one with the two things attached to it.			J	B		1.0	8.0	1_13
463551	464291	740	gesture				020.eaf						1.0								Ja, oké, en de en de onderkant lijkt op een soort lucht ehm schacht.	Yes, okay, and the and the bottom looks like some kind of air ehm shaft.																	J	B		1.0	8.0	1_13
464791	465111	320				gesture	020.eaf														Ja, oké, en de en de onderkant lijkt op een soort lucht ehm schacht.	Yes, okay, and the and the bottom looks like some kind of air ehm shaft.								Gestures to the other participant's speech		1.0		08E					J	B		1.0	8.0	1_13
466130	466390	260			gesture	gesture	020.eaf																				1.0						1.0		Ja.	Yes.			J	B		1.0	8.0	1_13
478499	478699	200	gesture	gesture			020.eaf						1.0						1.0		en (aan) aan de onderkant gewoon een plat geslagen vierkant.	and (at) the bottom just a flattened square.																	4	A		1.0	13.0	1_14
483871	484131	260			gesture		020.eaf																				1.0								Dat is *4*.	That's *4*.			4	A		1.0	13.0	1_14
489990	490590	600				gesture	020.eaf																									1.0		06C	Oké, eh deze vond ik alsof hij een soort van propeller aan de voorkant had zitten.	Okay, um this one I felt like it had some kind of propeller on the front.			G	B		1.0	6.0	1_15
490230	490450	220			non-gesture		020.eaf																									1.0		06C	Oké, eh deze vond ik alsof hij een soort van propeller aan de voorkant had zitten.	Okay, um this one I felt like it had some kind of propeller on the front.			G	B		1.0	6.0	1_15
491871	492191	320			non-gesture	non-gesture	020.eaf																																G	B		1.0	6.0	1_15
492931	493131	200				gesture	020.eaf																								1.0				Maar een kant zit een rondje en aan de andere kant niet.	But one side has a round and the other side does not.			G	B		1.0	6.0	1_15
493171	493411	240				non-gesture	020.eaf																												Maar een kant zit een rondje en aan de andere kant niet.	But one side has a round and the other side does not.			G	B		1.0	6.0	1_15
493680	493792	112				gesture	020.eaf																							placing?		1.0		06C	Maar een kant zit een rondje en aan de andere kant niet.	But one side has a round and the other side does not.			G	B		1.0	6.0	1_15
494103	494283	180			gesture		020.eaf																		1.0										Maar een kant zit een rondje en aan de andere kant niet.	But one side has a round and the other side does not.			G	B		1.0	6.0	1_15
496033	496233	200			gesture		020.eaf																			1.0		06A							En hij heeft een soort van sprietje uitsteken aan de bovenkant.	And he has some kind of sprite sticking out at the top.			G	B		1.0	6.0	1_15
496925	497605	680			gesture		020.eaf																				1.0								En hij heeft een soort van sprietje uitsteken aan de bovenkant.	And he has some kind of sprite sticking out at the top.			G	B		1.0	6.0	1_15
504673	504833	160				gesture	020.eaf																									1.0		06B	Ja, het is een bol met twee staafjes eruit.	Yes, it is a sphere with two rods sticking out of it.			G	B		1.0	6.0	1_15
505132	505452	320			gesture	gesture	020.eaf																		1.0	1.0		06D			1.0	1.0		06D	Ja, het is een bol met twee staafjes eruit.	Yes, it is a sphere with two rods sticking out of it.			G	B		1.0	6.0	1_15
506731	508643	1912				gesture	020.eaf																						1.0		1.0				En aan de ene aan de rechterstaaf zit wel een rondje, maar aan de ander niet.	And the one on the right bar has a round on it, but the other does not.			G	B		1.0	6.0	1_15
509251	509371	120			gesture		020.eaf																		1.0										En aan de ene aan de rechterstaaf zit wel een rondje, maar aan de ander niet.	And the one on the right bar has a round on it, but the other does not.			G	B		1.0	6.0	1_15
511188	511428	240			gesture		020.eaf																		1.0										En dan heeft hij alleen de bovenkant nog een klein sprietje uitsteken.	And then he only has a small sprite sticking out the top.			G	B		1.0	6.0	1_15
512020	512440	420			gesture		020.eaf																			1.0		06A							En dan heeft hij alleen de bovenkant nog een klein sprietje uitsteken.	And then he only has a small sprite sticking out the top.			G	B		1.0	6.0	1_15
519331	519671	340			gesture		020.eaf																				1.0												G	B		1.0	6.0	1_15
537027	537147	120	gesture	gesture			020.eaf					1.0		15B				1.0		15B	Ja, oh sorry, twee...	Yes, oh sorry, two...																	15	A		1.0	15.0	1_16
540658	540918	260			gesture		020.eaf																				1.0								Ja, ja, ik weet welke je bedoelt.	Yes, yes, I know which one you mean.			15	A		1.0	15.0	1_16
541723	541963	240			gesture	gesture	020.eaf														Zo'n tunnel glijbaan.	Such a tunnel slide.					1.0						1.0						15	A		1.0	15.0	1_16
542813	543073	260			gesture	gesture	020.eaf																				1.0						1.0		Dat is ja *15*.	That's yes *15*.			15	A		1.0	15.0	1_16
548940	549200	260				gesture	020.eaf																									1.0		03C	Eh dit is die met die gedraaide onderkant.	Um this is the one with the twisted bottom.			C	B		2.0	3.0	2_1
560083	560343	260			gesture	gesture	020.eaf																1.0				1.0		1.0				1.0		Oké, wacht, hij staat ergens anders nu.	Okay, wait, he's somewhere else now.			5	A		2.0	6.0	2_2
563799	564393	594			gesture		020.eaf																				1.0								Eh die met het platgeslagen rechthoekoe en de afzuigkap.	Um the one with the flattened rectangleoe and hood.			H	B		2.0	5.0	2_3
564794	564974	180				gesture	020.eaf																									1.0		05A	Eh die met het platgeslagen rechthoekoe en de afzuigkap.	Um the one with the flattened rectangleoe and hood.			H	B		2.0	5.0	2_3
565981	566201	220			gesture	gesture	020.eaf																			1.0		05A				1.0		05A	Eh die met het platgeslagen rechthoekoe en de afzuigkap.	Um the one with the flattened rectangleoe and hood.			H	B		2.0	5.0	2_3
566230	566370	140				non-gesture	020.eaf																												Eh die met het platgeslagen rechthoekoe en de afzuigkap.	Um the one with the flattened rectangleoe and hood.			H	B		2.0	5.0	2_3
566550	566810	260			gesture		020.eaf																1.0												Eh die met het platgeslagen rechthoekoe en de afzuigkap.	Um the one with the flattened rectangleoe and hood.			H	B		2.0	5.0	2_3
571227	571519	292			gesture	gesture	020.eaf																	appears to gesture the concept of appendages		1.0		other		appears to gesture the concept of appendages		1.0		other	Die heel compact is, die eigenlijk bijna geen uitsteeksels heeft.	Which is very compact, which actually has almost no protrusions.			H	B		2.0	5.0	2_3
580131	580351	220			gesture	gesture	020.eaf														Oh ja, met die balk op de bovenkant.	Oh yes, with that bar on top.					1.0						1.0						H	B		2.0	5.0	2_3
589803	590583	780		gesture			020.eaf											1.0		10B+10F	Dit is die met die ehm ja twee, zeg maar, het heeft eigenlijk twee dezelfde uitstekels- steeksels aan de zijkant.	This is the one with the ehm yes two, say, it actually has two similar protuberances- spikes on the side.																	14	A		2.0	10.0	2_4
592731	593071	340		gesture			020.eaf											1.0		10A	Aan de ene kant is het iets langer.	On the one hand, it's a little longer.																	14	A		2.0	10.0	2_4
604508	604688	180			gesture		020.eaf																1.0		1.0										en de zijkant links zit een rond uitsteksel	and the side on the left is a round protrusion			K	B		2.0	9.0	2_5
605409	605629	220			gesture		020.eaf																			1.0		09C							en de zijkant links zit een rond uitsteksel	and the side on the left is a round protrusion			K	B		2.0	9.0	2_5
605790	606751	961			gesture		020.eaf																1.0			1.0		09C							en de zijkant links zit een rond uitsteksel	and the side on the left is a round protrusion			K	B		2.0	9.0	2_5
607871	608071	200			gesture		020.eaf																			1.0		09D							en die heeft die halve cirkel achteraan erop geplakt.	And who stuck that semicircle on the back of it.			K	B		2.0	9.0	2_5
608844	609064	220			gesture		020.eaf																1.0			1.0		09D-REP							en die heeft die halve cirkel achteraan erop geplakt.	And who stuck that semicircle on the back of it.			K	B		2.0	9.0	2_5
609956	610191	235			gesture		020.eaf																1.0			1.0		09D-rep							en die heeft die halve cirkel achteraan erop geplakt.	And who stuck that semicircle on the back of it.			K	B		2.0	9.0	2_5
610711	610971	260			non-gesture		020.eaf																																K	B		2.0	9.0	2_5
618913	619373	460		gesture			020.eaf											1.0		04A	en een eh piramide op de bovenkant die geen bovenkant- is eh geen top heeft.	And an eh pyramid on top that is no top eh has no top.																	13	A		2.0	4.0	2_6
619484	619744	260			gesture		020.eaf														en een eh piramide op de bovenkant die geen bovenkant- is eh geen top heeft.	And an eh pyramid on top that is no top eh has no top.					1.0												13	A		2.0	4.0	2_6
626916	627156	240				gesture	020.eaf																						1.0						Eh deze is met die plat, met dat platte vierkant wat er voor tegenaan gest- plakt is met die paddenstoel op de bovenkant.	Um this one is with that flat, with that flat square which is gest- glued against it in front with that mushroom on the top.			O	B		2.0	1.0	2_7
628847	629067	220				gesture	020.eaf																									1.0		01B	Eh deze is met die plat, met dat platte vierkant wat er voor tegenaan gest- plakt is met die paddenstoel op de bovenkant.	Um this one is with that flat, with that flat square which is gest- glued against it in front with that mushroom on the top.			O	B		2.0	1.0	2_7
634331	634491	160			gesture	gesture	020.eaf														Oh, met die twee dingen twee dezelfde dingen aan de zijkant.	Oh, with those two things two same things on the side.					1.0						1.0						O	B		2.0	1.0	2_7
644108	644448	340		gesture			020.eaf											1.0		08E	en met dat luchtschacht onderaan.	And with that air shaft at the bottom.																	16	A		2.0	8.0	2_8
657974	658414	440			gesture		020.eaf														oké, top.	okay, top.				1.0		04A							Ja met die eh afgezaagde piramide.	Yes with that um sawed-off pyramid.			16	A		2.0	8.0	2_8
663203	663555	352		gesture			020.eaf											1.0		08A	Hij heeft ehm twee zo'n zelfde eh platgeslagen vlak op de bovenkant.	He has ehm two such a same um flattened plane on the top.																	16	A		2.0	8.0	2_8
